Make,Model,Year,Engine Fuel Type,Engine HP,Transmission Type,Driven_Wheels,Vehicle Size,Vehicle Style,Popularity,MSRP,Price(Ksh),Engine CC(ltrs)
BMW,i3,2017,electric,170,DIRECT_DRIVE,rear wheel drive,Compact,4dr Hatchback,3916,42400,4664000,4.3
BMW,M2,2016,premium unleaded (required),365,MANUAL,rear wheel drive,Compact,Coupe,3916,51700,5687000,4.3
BMW,M2,2017,premium unleaded (required),365,MANUAL,rear wheel drive,Compact,Coupe,3916,51700,5687000,4.6
BMW,M3,2015,premium unleaded (required),425,MANUAL,rear wheel drive,Midsize,Sedan,3916,62000,6820000,4.6
BMW,M3,2016,premium unleaded (required),425,MANUAL,rear wheel drive,Midsize,Sedan,3916,63500,6985000,4.6
BMW,M3,2017,premium unleaded (required),425,MANUAL,rear wheel drive,Midsize,Sedan,3916,64000,7040000,4.7
BMW,M4 GTS,2016,premium unleaded (required),493,AUTOMATED_MANUAL,rear wheel drive,Midsize,Coupe,3916,133205,14652550,4.7
BMW,M4,2015,premium unleaded (required),425,MANUAL,rear wheel drive,Midsize,Coupe,3916,64200,7062000,4.7
BMW,M4,2016,premium unleaded (required),425,MANUAL,rear wheel drive,Midsize,Convertible,3916,74200,8162000,2.2
BMW,M4,2017,premium unleaded (required),425,MANUAL,rear wheel drive,Midsize,Convertible,3916,74700,8217000,2.2
BMW,M5,2014,premium unleaded (required),552,AUTOMATED_MANUAL,rear wheel drive,Large,Sedan,3916,92900,10219000,2.2
BMW,M5,2015,premium unleaded (required),560,AUTOMATED_MANUAL,rear wheel drive,Large,Sedan,3916,93600,10296000,2
BMW,M5,2016,premium unleaded (required),560,AUTOMATED_MANUAL,rear wheel drive,Large,Sedan,3916,94100,10351000,2
BMW,M6 Gran Coupe,2015,premium unleaded (required),560,AUTOMATED_MANUAL,rear wheel drive,Large,Sedan,3916,115700,12727000,2
BMW,M6 Gran Coupe,2016,premium unleaded (required),552,AUTOMATED_MANUAL,rear wheel drive,Large,Sedan,3916,117200,12892000,4
BMW,M6 Gran Coupe,2017,premium unleaded (required),560,AUTOMATED_MANUAL,rear wheel drive,Large,Sedan,3916,117500,12925000,4
BMW,M6,2015,premium unleaded (required),560,AUTOMATED_MANUAL,rear wheel drive,Midsize,Convertible,3916,118200,13002000,4
BMW,M6,2016,premium unleaded (required),552,AUTOMATED_MANUAL,rear wheel drive,Midsize,Convertible,3916,119700,13167000,4.3
BMW,M6,2017,premium unleaded (required),560,AUTOMATED_MANUAL,rear wheel drive,Midsize,Coupe,3916,113700,12507000,4.3
BMW,M,2001,premium unleaded (required),315,MANUAL,rear wheel drive,Compact,Coupe,3916,44990,4948900,4.3
BMW,M,2002,premium unleaded (required),315,MANUAL,rear wheel drive,Compact,Coupe,3916,44990,4948900,4.6
BMW,M,2006,premium unleaded (required),330,MANUAL,rear wheel drive,Compact,Coupe,3916,49300,5423000,4.6
BMW,X1,2015,premium unleaded (required),240,AUTOMATIC,rear wheel drive,Midsize,4dr SUV,3916,31200,3432000,4.6
BMW,X1,2015,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,39100,4301000,4.6
BMW,X1,2016,premium unleaded (required),228,AUTOMATIC,all wheel drive,Compact,4dr SUV,3916,34800,3828000,4.6
BMW,X1,2017,premium unleaded (required),228,AUTOMATIC,front wheel drive,Compact,4dr SUV,3916,33100,3641000,4.6
BMW,X3,2015,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,45500,5005000,4.5
BMW,X3,2015,premium unleaded (required),240,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,40500,4455000,4.5
BMW,X3,2015,diesel,180,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,42000,4620000,4.7
BMW,X3,2016,premium unleaded (required),240,AUTOMATIC,rear wheel drive,Midsize,4dr SUV,3916,38950,4284500,4.7
BMW,X3,2016,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,46800,5148000,4.7
BMW,X3,2016,diesel,180,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,42450,4669500,5.7
BMW,X3,2017,diesel,180,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,42750,4702500,5.7
BMW,X3,2017,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,47950,5274500,5.7
BMW,X3,2017,premium unleaded (required),240,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,41250,4537500,2.5
BMW,X4,2015,premium unleaded (required),240,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,44700,4917000,2.5
BMW,X4,2015,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,48000,5280000,2.5
BMW,X4,2016,premium unleaded (required),360,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,57800,6358000,3.5
BMW,X4,2016,premium unleaded (required),240,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,45250,4977500,3.5
BMW,X4,2016,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,49700,5467000,3.5
BMW,X4,2017,premium unleaded (required),355,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,58100,6391000,3.5
BMW,X4,2017,premium unleaded (required),240,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,45550,5010500,3.5
BMW,X5 M,2015,premium unleaded (required),567,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,98700,10857000,2
BMW,X5 M,2016,premium unleaded (required),567,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,98800,10868000,2
BMW,X5 M,2017,premium unleaded (required),567,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,98800,10868000,3.3
BMW,X5,2015,diesel,255,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,57700,6347000,3.3
BMW,X5,2015,premium unleaded (required),300,AUTOMATIC,rear wheel drive,Midsize,4dr SUV,3916,53900,5929000,3.3
BMW,X5,2015,premium unleaded (required),445,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,70100,7711000,3.5
BMW,X5,2016,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,57000,6270000,3.5
BMW,X5,2016,premium unleaded (required),445,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,71500,7865000,3.5
BMW,X5,2016,diesel,255,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,57700,6347000,1.5
BMW,X5,2017,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,57800,6358000,1.5
BMW,X5,2017,diesel,255,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,59300,6523000,2
BMW,X5,2017,premium unleaded (required),445,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,72300,7953000,2
BMW,X6 M,2015,premium unleaded (required),567,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,102100,11231000,2
BMW,X6 M,2016,premium unleaded (required),567,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,102200,11242000,2
BMW,X6 M,2017,premium unleaded (required),567,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,102200,11242000,2
BMW,X6,2015,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,61900,6809000,2
BMW,X6,2015,premium unleaded (required),445,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,72900,8019000,2.5
BMW,X6,2016,premium unleaded (required),300,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,62900,6919000,2.5
BMW,X6,2016,premium unleaded (required),445,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,75300,8283000,2.5
BMW,X6,2017,premium unleaded (required),300,AUTOMATIC,rear wheel drive,Midsize,4dr SUV,3916,61400,6754000,3
BMW,X6,2017,premium unleaded (required),445,AUTOMATIC,all wheel drive,Midsize,4dr SUV,3916,76100,8371000,4
BMW,Z3,2000,regular unleaded,193,MANUAL,rear wheel drive,Compact,Convertible,3916,4976,547360,5
BMW,Z3,2000,regular unleaded,170,MANUAL,rear wheel drive,Compact,Convertible,3916,4755,523050,4
BMW,Z3,2001,premium unleaded (required),225,MANUAL,rear wheel drive,Compact,Convertible,3916,37900,4169000,4
BMW,Z3,2001,premium unleaded (required),184,MANUAL,rear wheel drive,Compact,Convertible,3916,31300,3443000,4
BMW,Z3,2002,premium unleaded (required),225,MANUAL,rear wheel drive,Compact,Convertible,3916,37900,4169000,1.6
BMW,Z3,2002,premium unleaded (required),184,MANUAL,rear wheel drive,Compact,Convertible,3916,31300,3443000,1.6
BMW,Z4 M,2007,premium unleaded (required),330,MANUAL,rear wheel drive,Compact,Coupe,3916,50100,5511000,1.6
BMW,Z4 M,2008,premium unleaded (required),330,MANUAL,rear wheel drive,Compact,Coupe,3916,50400,5544000,1.6
BMW,Z4,2014,premium unleaded (required),240,MANUAL,rear wheel drive,Compact,Convertible,3916,48950,5384500,1.6
BMW,Z4,2014,premium unleaded (required),300,MANUAL,rear wheel drive,Compact,Convertible,3916,56950,6264500,1.6
BMW,Z4,2014,premium unleaded (required),335,AUTOMATED_MANUAL,rear wheel drive,Compact,Convertible,3916,65800,7238000,1.6
BMW,Z4,2015,premium unleaded (required),240,MANUAL,rear wheel drive,Compact,Convertible,3916,48950,5384500,1.6
BMW,Z4,2015,premium unleaded (required),300,AUTOMATED_MANUAL,rear wheel drive,Compact,Convertible,3916,56950,6264500,1.6
BMW,Z4,2015,premium unleaded (required),335,AUTOMATED_MANUAL,rear wheel drive,Compact,Convertible,3916,65800,7238000,1.6
BMW,Z4,2016,premium unleaded (required),300,AUTOMATED_MANUAL,rear wheel drive,Compact,Convertible,3916,57500,6325000,1.6
BMW,Z4,2016,premium unleaded (required),240,MANUAL,rear wheel drive,Compact,Convertible,3916,49700,5467000,1.6
BMW,Z4,2016,premium unleaded (required),335,AUTOMATED_MANUAL,rear wheel drive,Compact,Convertible,3916,66350,7298500,1.6
BMW,Z8,2001,premium unleaded (required),394,MANUAL,rear wheel drive,Compact,Convertible,3916,128000,14080000,1.6
BMW,Z8,2002,premium unleaded (required),394,MANUAL,rear wheel drive,Compact,Convertible,3916,130000,14300000,1.6
BMW,Z8,2003,premium unleaded (required),394,MANUAL,rear wheel drive,Compact,Convertible,3916,131500,14465000,2
Buick,Lucerne,2009,premium unleaded (recommended),292,AUTOMATIC,front wheel drive,Large,Sedan,155,40205,4422550,2
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227,AUTOMATIC,front wheel drive,Large,Sedan,155,32520,3577200,2
Buick,Lucerne,2010,flex-fuel (unleaded/E85),227,AUTOMATIC,front wheel drive,Large,Sedan,155,35730,3930300,2
Buick,Lucerne,2010,premium unleaded (recommended),292,AUTOMATIC,front wheel drive,Large,Sedan,155,42515,4676650,2
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227,AUTOMATIC,front wheel drive,Large,Sedan,155,29730,3270300,2
Buick,Lucerne,2011,premium unleaded (recommended),292,AUTOMATIC,front wheel drive,Large,Sedan,155,44460,4890600,2
Chevrolet,Astro Cargo,2003,regular unleaded,190,AUTOMATIC,rear wheel drive,Large,Cargo Minivan,1385,22050,2425500,2
Chevrolet,Astro Cargo,2004,regular unleaded,190,AUTOMATIC,all wheel drive,Large,Cargo Minivan,1385,25195,2771450,2
Chevrolet,Astro Cargo,2005,regular unleaded,190,AUTOMATIC,rear wheel drive,Large,Cargo Minivan,1385,22930,2522300,2
Chevrolet,Astro,2003,regular unleaded,190,AUTOMATIC,all wheel drive,Large,Passenger Minivan,1385,25690,2825900,2
Chevrolet,Astro,2004,regular unleaded,190,AUTOMATIC,all wheel drive,Large,Passenger Minivan,1385,26195,2881450,2
Chevrolet,Astro,2005,regular unleaded,190,AUTOMATIC,rear wheel drive,Large,Passenger Minivan,1385,24430,2687300,2
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,Large,Crew Cab Pickup,1385,45815,5039650,5
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,Large,Crew Cab Pickup,1385,39405,4334550,5
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,AUTOMATIC,rear wheel drive,Large,Crew Cab Pickup,1385,40195,4421450,5
Chevrolet,Aveo,2009,regular unleaded,107,MANUAL,front wheel drive,Compact,4dr Hatchback,1385,11965,1316150,2.9
Chevrolet,Aveo,2010,regular unleaded,108,MANUAL,front wheel drive,Compact,4dr Hatchback,1385,15365,1690150,2.9
Chevrolet,Aveo,2011,regular unleaded,108,MANUAL,front wheel drive,Compact,4dr Hatchback,1385,15365,1690150,2.9
Chevrolet,Beretta,1994,regular unleaded,170,MANUAL,front wheel drive,Compact,Coupe,1385,2000,220000,2.9
Chevrolet,Beretta,1994,regular unleaded,120,MANUAL,front wheel drive,Compact,Coupe,1385,2000,220000,2.9
Chevrolet,Beretta,1995,regular unleaded,120,MANUAL,front wheel drive,Midsize,Coupe,1385,2000,220000,2.9
Chevrolet,Beretta,1995,regular unleaded,160,AUTOMATIC,front wheel drive,Midsize,Coupe,1385,2000,220000,2.9
Chevrolet,Beretta,1996,regular unleaded,120,MANUAL,front wheel drive,Midsize,Coupe,1385,2000,220000,2.9
Chevrolet,Beretta,1996,regular unleaded,155,AUTOMATIC,front wheel drive,Midsize,Coupe,1385,2000,220000,2.9
Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320,AUTOMATIC,four wheel drive,Large,Crew Cab Pickup,1385,39030,4293300,2.9
Chevrolet,Blazer,2003,regular unleaded,190,MANUAL,rear wheel drive,Compact,2dr SUV,1385,20745,2281950,2.9
Chevrolet,Blazer,2004,regular unleaded,190,AUTOMATIC,rear wheel drive,Midsize,4dr SUV,1385,25230,2775300,2.9
Chevrolet,Blazer,2005,regular unleaded,190,MANUAL,four wheel drive,Compact,2dr SUV,1385,24305,2673550,1.5
Chevrolet,Bolt EV,2017,electric,200,DIRECT_DRIVE,front wheel drive,Compact,4dr Hatchback,1385,40905,4499550,1.5
Chevrolet,Camaro,2015,regular unleaded,323,MANUAL,rear wheel drive,Midsize,Coupe,1385,29205,3212550,1.5
Chevrolet,Camaro,2015,premium unleaded (required),580,MANUAL,rear wheel drive,Midsize,Coupe,1385,55505,6105550,1.5
Chevrolet,Camaro,2015,premium unleaded (recommended),426,MANUAL,rear wheel drive,Midsize,Convertible,1385,42405,4664550,1.5
Chevrolet,Camaro,2015,premium unleaded (required),505,MANUAL,rear wheel drive,Midsize,Coupe,1385,72305,7953550,1.5
Chevrolet,Camaro,2016,premium unleaded (recommended),455,MANUAL,rear wheel drive,Midsize,Convertible,1385,48300,5313000,1.9
Chevrolet,Camaro,2016,premium unleaded (recommended),275,MANUAL,rear wheel drive,Midsize,Convertible,1385,36800,4048000,1.9
Chevrolet,Camaro,2017,premium unleaded (recommended),455,MANUAL,rear wheel drive,Midsize,Convertible,1385,42905,4719550,1.9
Chevrolet,Camaro,2017,premium unleaded (recommended),275,MANUAL,rear wheel drive,Midsize,Convertible,1385,35605,3916550,2
Chevrolet,Camaro,2017,premium unleaded (required),650,MANUAL,rear wheel drive,Midsize,Coupe,1385,61140,6725400,2
Chevrolet,Caprice,1994,regular unleaded,260,AUTOMATIC,rear wheel drive,Large,Wagon,1385,2000,220000,2
Chevrolet,Caprice,1994,regular unleaded,200,AUTOMATIC,rear wheel drive,Large,Sedan,1385,2000,220000,2
Chevrolet,Caprice,1995,regular unleaded,200,AUTOMATIC,rear wheel drive,Large,Sedan,1385,2000,220000,2.2
Chevrolet,Caprice,1995,regular unleaded,260,AUTOMATIC,rear wheel drive,Large,Wagon,1385,2000,220000,2.2
Chevrolet,Caprice,1996,regular unleaded,260,AUTOMATIC,rear wheel drive,Large,Wagon,1385,2000,220000,2.2
Chevrolet,Caprice,1996,regular unleaded,200,AUTOMATIC,rear wheel drive,Large,Sedan,1385,2000,220000,2.2
Chevrolet,Captiva Sport,2013,flex-fuel (unleaded/E85),180,AUTOMATIC,front wheel drive,Midsize,4dr SUV,1385,24155,2657050,2.2
Chevrolet,Captiva Sport,2014,flex-fuel (unleaded/E85),180,AUTOMATIC,front wheel drive,Midsize,4dr SUV,1385,25145,2765950,2.2
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180,AUTOMATIC,front wheel drive,Midsize,4dr SUV,1385,25985,2858350,2.2
Chevrolet,Cavalier,2003,regular unleaded,140,MANUAL,front wheel drive,Compact,Sedan,1385,14230,1565300,1.2
Chevrolet,Cavalier,2004,regular unleaded,140,MANUAL,front wheel drive,Compact,Coupe,1385,17410,1915100,1.2
Chevrolet,Cavalier,2005,regular unleaded,140,MANUAL,front wheel drive,Compact,Sedan,1385,16290,1791900,1.2
Chevrolet,Celebrity,1990,regular unleaded,135,AUTOMATIC,front wheel drive,Midsize,Wagon,1385,2000,220000,2.4
Chevrolet,Celebrity,1990,regular unleaded,110,AUTOMATIC,front wheel drive,Midsize,Wagon,1385,2000,220000,2.4
Chevrolet,Chevy Van,1996,regular unleaded,195,AUTOMATIC,rear wheel drive,Midsize,Cargo Van,1385,2000,220000,2.4
Chevrolet,Chevy Van,1997,regular unleaded,200,AUTOMATIC,rear wheel drive,Large,Cargo Van,1385,2000,220000,2.4
Chevrolet,Chevy Van,1998,regular unleaded,200,AUTOMATIC,rear wheel drive,Midsize,Cargo Van,1385,2050,225500,2.4
Chevrolet,City Express,2015,regular unleaded,131,AUTOMATIC,front wheel drive,Compact,Cargo Minivan,1385,23515,2586650,2.4
Chevrolet,City Express,2016,regular unleaded,131,AUTOMATIC,front wheel drive,Compact,Cargo Minivan,1385,23515,2586650,1.2
Chevrolet,City Express,2017,regular unleaded,131,AUTOMATIC,front wheel drive,Compact,Cargo Minivan,1385,22405,2464550,1.2
Chevrolet,C/K 1500 Series,1997,regular unleaded,200,MANUAL,four wheel drive,Large,Regular Cab Pickup,1385,2949,324390,1.2
Chevrolet,C/K 1500 Series,1997,regular unleaded,230,MANUAL,rear wheel drive,Large,Extended Cab Pickup,1385,2668,293480,1.2
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,MANUAL,,Large,Extended Cab Pickup,1385,3265,359150,1.2
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,MANUAL,four wheel drive,Large,Extended Cab Pickup,1385,3676,404360,1.2
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,AUTOMATIC,rear wheel drive,Large,Extended Cab Pickup,1385,3696,406560,1.2
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,MANUAL,rear wheel drive,Large,Regular Cab Pickup,1385,2949,324390,1.2
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,MANUAL,rear wheel drive,Large,Extended Cab Pickup,1385,3360,369600,1.2
Chevrolet,Classic,2004,regular unleaded,140,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,19505,2145550,1.2
Chevrolet,Classic,2005,regular unleaded,140,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,19690,2165900,2
Chevrolet,Cobalt,2008,regular unleaded,148,MANUAL,front wheel drive,Compact,Coupe,1385,14410,1585100,2
Chevrolet,Cobalt,2008,premium unleaded (recommended),260,MANUAL,front wheel drive,Compact,Coupe,1385,22335,2456850,2
Chevrolet,Cobalt,2008,regular unleaded,173,MANUAL,front wheel drive,Compact,Sedan,1385,19695,2166450,3
Chevrolet,Cobalt,2009,regular unleaded,155,MANUAL,front wheel drive,Compact,Coupe,1385,16460,1810600,3
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,MANUAL,front wheel drive,Compact,Coupe,1385,23425,2576750,3
Chevrolet,Cobalt,2010,regular unleaded,155,MANUAL,front wheel drive,Compact,Sedan,1385,15670,1723700,3
Chevrolet,Cobalt,2010,premium unleaded (recommended),260,MANUAL,front wheel drive,Compact,Coupe,1385,24535,2698850,3
Chevrolet,Colorado,2012,regular unleaded,300,AUTOMATIC,rear wheel drive,Compact,Crew Cab Pickup,1385,28340,3117400,3
Chevrolet,Colorado,2012,regular unleaded,242,AUTOMATIC,four wheel drive,Compact,Extended Cab Pickup,1385,29480,3242800,3
Chevrolet,Colorado,2012,regular unleaded,185,MANUAL,four wheel drive,Compact,Extended Cab Pickup,1385,23030,2533300,3
Chevrolet,Colorado,2015,regular unleaded,200,AUTOMATIC,four wheel drive,Compact,Extended Cab Pickup,1385,29220,3214200,3
Chevrolet,Colorado,2015,regular unleaded,305,AUTOMATIC,rear wheel drive,Compact,Crew Cab Pickup,1385,25850,2843500,3
Chevrolet,Colorado,2016,regular unleaded,305,AUTOMATIC,four wheel drive,Compact,Crew Cab Pickup,1385,30665,3373150,3
Chevrolet,Colorado,2016,regular unleaded,200,AUTOMATIC,rear wheel drive,Compact,Extended Cab Pickup,1385,28515,3136650,3
Chevrolet,Corsica,1994,regular unleaded,120,AUTOMATIC,front wheel drive,Compact,Sedan,1385,2000,220000,3
Chevrolet,Corsica,1996,regular unleaded,120,AUTOMATIC,front wheel drive,Compact,Sedan,1385,2000,220000,3
Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455,MANUAL,rear wheel drive,Compact,Coupe,1385,53000,5830000,3
Chevrolet,Corvette,2015,premium unleaded (recommended),460,MANUAL,rear wheel drive,Compact,Convertible,1385,68160,7497600,3
Chevrolet,Corvette,2015,premium unleaded (required),650,MANUAL,rear wheel drive,Compact,Convertible,1385,83000,9130000,3
Chevrolet,Corvette,2015,premium unleaded (recommended),455,MANUAL,rear wheel drive,Compact,Convertible,1385,63160,6947600,2.9
Chevrolet,Corvette,2016,premium unleaded (required),650,MANUAL,rear wheel drive,Compact,Coupe,1385,88345,9717950,2.9
Chevrolet,Corvette,2016,premium unleaded (recommended),460,MANUAL,rear wheel drive,Compact,Coupe,1385,70145,7715950,2.9
Chevrolet,Corvette,2016,premium unleaded (recommended),455,MANUAL,rear wheel drive,Compact,Coupe,1385,65145,7165950,2.9
Chevrolet,Corvette,2017,premium unleaded (required),650,MANUAL,rear wheel drive,Compact,Convertible,1385,87015,9571650,2.9
Chevrolet,Corvette,2017,premium unleaded (recommended),455,MANUAL,rear wheel drive,Compact,Coupe,1385,59905,6589550,2.9
Chevrolet,Corvette,2017,premium unleaded (recommended),460,MANUAL,rear wheel drive,Compact,Convertible,1385,74195,8161450,2.9
Chevrolet,Cruze Limited,2016,regular unleaded,138,MANUAL,front wheel drive,Midsize,Sedan,1385,20195,2221450,2
Chevrolet,Cruze,2015,regular unleaded,138,MANUAL,front wheel drive,Midsize,Sedan,1385,16170,1778700,2
Chevrolet,Cruze,2015,diesel,148,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,25660,2822600,2
Chevrolet,Cruze,2016,regular unleaded,153,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,19120,2103200,2
Chevrolet,Cruze,2017,regular unleaded,153,AUTOMATIC,front wheel drive,Compact,4dr Hatchback,1385,21920,2411200,2.5
Chevrolet,Equinox,2015,regular unleaded,182,AUTOMATIC,all wheel drive,Compact,4dr SUV,1385,26270,2889700,2.5
Chevrolet,Equinox,2016,regular unleaded,182,AUTOMATIC,front wheel drive,Compact,4dr SUV,1385,22600,2486000,2.5
Chevrolet,Equinox,2017,regular unleaded,182,AUTOMATIC,front wheel drive,Compact,4dr SUV,1385,25510,2806100,2.5
Chevrolet,Express Cargo,2014,flex-fuel (unleaded/E85),310,AUTOMATIC,all wheel drive,Midsize,Cargo Van,1385,32760,3603600,2.5
Chevrolet,Express Cargo,2014,regular unleaded,195,AUTOMATIC,rear wheel drive,Midsize,Cargo Van,1385,27710,3048100,2.5
Chevrolet,Express,2014,flex-fuel (unleaded/E85),310,AUTOMATIC,all wheel drive,Midsize,Passenger Van,1385,34525,3797750,2
Chevrolet,Express,2014,flex-fuel (unleaded/E85),285,AUTOMATIC,rear wheel drive,Midsize,Passenger Van,1385,34160,3757600,2
Chevrolet,Express,2015,flex-fuel (unleaded/E85),285,AUTOMATIC,rear wheel drive,Midsize,Passenger Van,1385,32190,3540900,2
Chevrolet,Express,2016,flex-fuel (unleaded/E85),285,AUTOMATIC,rear wheel drive,Large,Passenger Van,1385,37500,4125000,1.9
Chevrolet,HHR,2009,flex-fuel (unleaded/E85),155,AUTOMATIC,front wheel drive,Compact,Wagon,1385,20720,2279200,1.9
Chevrolet,HHR,2009,premium unleaded (recommended),260,MANUAL,front wheel drive,Compact,Wagon,1385,25135,2764850,1.9
Chevrolet,HHR,2010,flex-fuel (unleaded/E85),155,MANUAL,front wheel drive,Compact,Wagon,1385,20030,2203300,1.9
Chevrolet,HHR,2010,premium unleaded (recommended),260,MANUAL,front wheel drive,Compact,Wagon,1385,26255,2888050,1.9
Chevrolet,HHR,2011,flex-fuel (unleaded/E85),155,MANUAL,front wheel drive,Compact,Wagon,1385,18720,2059200,1.9
Chevrolet,Impala Limited,2014,flex-fuel (unleaded/E85),300,AUTOMATIC,front wheel drive,Large,Sedan,1385,26840,2952400,2
Chevrolet,Impala Limited,2015,flex-fuel (unleaded/E85),300,AUTOMATIC,front wheel drive,Large,Sedan,1385,26840,2952400,2
Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300,AUTOMATIC,front wheel drive,Large,Sedan,1385,26840,2952400,2
Chevrolet,Impala,2015,regular unleaded,195,AUTOMATIC,front wheel drive,Large,Sedan,1385,34465,3791150,2
Chevrolet,Impala,2015,flex-fuel (unleaded/natural gas),,AUTOMATIC,front wheel drive,Large,Sedan,1385,40660,4472600,2
Chevrolet,Impala,2015,flex-fuel (unleaded/E85),305,AUTOMATIC,front wheel drive,Large,Sedan,1385,35440,3898400,2
Chevrolet,Impala,2016,flex-fuel (unleaded/natural gas),,AUTOMATIC,front wheel drive,Large,Sedan,1385,40810,4489100,2
Chevrolet,Impala,2016,flex-fuel (unleaded/E85),305,AUTOMATIC,front wheel drive,Large,Sedan,1385,35540,3909400,2
Chevrolet,Impala,2016,regular unleaded,195,AUTOMATIC,front wheel drive,Large,Sedan,1385,27095,2980450,3.2
Chevrolet,Impala,2017,flex-fuel (unleaded/E85),305,AUTOMATIC,front wheel drive,Large,Sedan,1385,35645,3920950,3.2
Chevrolet,Impala,2017,flex-fuel (unleaded/natural gas),,AUTOMATIC,front wheel drive,Large,Sedan,1385,37675,4144250,3.2
Chevrolet,Lumina Minivan,1994,regular unleaded,120,AUTOMATIC,front wheel drive,Compact,Passenger Minivan,1385,2000,220000,1.3
Chevrolet,Lumina Minivan,1995,regular unleaded,120,AUTOMATIC,front wheel drive,Compact,Passenger Minivan,1385,2000,220000,1.3
Chevrolet,Lumina Minivan,1996,regular unleaded,180,AUTOMATIC,front wheel drive,Compact,Passenger Minivan,1385,2000,220000,1.3
Chevrolet,Lumina,1999,regular unleaded,160,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,2000,220000,2
Chevrolet,Lumina,1999,regular unleaded,200,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,2044,224840,2
Chevrolet,Lumina,2000,regular unleaded,175,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,2100,231000,2
Chevrolet,Lumina,2001,regular unleaded,175,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,18890,2077900,2
Chevrolet,Malibu Classic,2008,regular unleaded,219,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,20320,2235200,2
Chevrolet,Malibu Classic,2008,regular unleaded,145,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,17935,1972850,2
Chevrolet,Malibu Hybrid,2008,regular unleaded,164,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,23640,2600400,5.1
Chevrolet,Malibu Hybrid,2009,regular unleaded,164,AUTOMATIC,front wheel drive,Midsize,Sedan,1385,25555,2811050,5.1
